offline_datapoint_15 1708452174 99,913
offline_datapoint_4 1708452174 5,668
offline_datapoint_27 1708452174 18060,986
offline_datapoint_9 1708452174 0,002
offline_datapoint_16 1708452179 135911,000
offline_datapoint_10 1708452179 7066,000
offline_datapoint_1 1708452179 2029707264,000
offline_datapoint_19 1708452179 827441152,000
offline_datapoint_8 1708452179 26481172480,000
offline_datapoint_14 1708452179 692449280,000
offline_datapoint_0 1708452179 18946,000
offline_datapoint_24 1708452177 0,667
offline_datapoint_13 1708452177 9020,922
offline_datapoint_26 1708452179 692449280,000
offline_datapoint_6 1708452177 0,667
offline_datapoint_25 1708452179 17896656896,000
offline_datapoint_12 1708452179 15350083584,000
offline_datapoint_11 1708452177 0,000
offline_datapoint_17 1708452177 8,290
offline_datapoint_29 1708452177 0,488
offline_datapoint_18 1708452177 38435,263
offline_datapoint_23 1708452179 0,000
offline_datapoint_5 1708452177 33979,474
offline_datapoint_21 1708452177 1489,152
offline_datapoint_3 1708452177 0,037
offline_datapoint_22 1708452177 26,003
offline_datapoint_15 1708452177 98,893
offline_datapoint_4 1708452177 6,001
offline_datapoint_27 1708452177 13272,615
offline_datapoint_9 1708452177 0,003
offline_datapoint_16 1708452182 135911,000
offline_datapoint_10 1708452182 7084,000
offline_datapoint_1 1708452182 2029740032,000
offline_datapoint_19 1708452182 827445248,000
offline_datapoint_8 1708452182 26519420928,000
offline_datapoint_14 1708452182 692445184,000
offline_datapoint_0 1708452182 18925,000
offline_datapoint_24 1708452180 5,664
offline_datapoint_13 1708452180 9365,022
offline_datapoint_26 1708452182 692445184,000
offline_datapoint_6 1708452180 1,000
offline_datapoint_25 1708452182 17932513280,000
offline_datapoint_12 1708452182 15401312256,000
offline_datapoint_11 1708452180 0,033
offline_datapoint_17 1708452180 8,701
offline_datapoint_29 1708452180 0,683
offline_datapoint_18 1708452180 39249,599
offline_datapoint_23 1708452182 0,000
offline_datapoint_5 1708452180 35276,095
offline_datapoint_21 1708452180 1393,359
offline_datapoint_3 1708452180 0,962
offline_datapoint_22 1708452180 27,654
offline_datapoint_15 1708452180 98,042
offline_datapoint_4 1708452180 3,998
offline_datapoint_27 1708452180 11794,506
offline_datapoint_9 1708452180 0,067
offline_datapoint_16 1708452185 135911,000
offline_datapoint_10 1708452185 7084,000
offline_datapoint_1 1708452185 2029727744,000
offline_datapoint_19 1708452185 827445248,000
offline_datapoint_8 1708452185 26516570112,000
offline_datapoint_14 1708452185 692338688,000
offline_datapoint_0 1708452185 18927,000
offline_datapoint_24 1708452183 0,000
offline_datapoint_13 1708452183 5618,927
offline_datapoint_26 1708452185 692338688,000
offline_datapoint_6 1708452183 0,000
offline_datapoint_25 1708452185 17929523200,000
offline_datapoint_12 1708452185 15399153664,000
offline_datapoint_11 1708452183 0,033
offline_datapoint_17 1708452183 7,572
offline_datapoint_29 1708452183 0,423
offline_datapoint_18 1708452183 33980,276
offline_datapoint_23 1708452185 0,000
offline_datapoint_5 1708452183 28001,622
offline_datapoint_21 1708452183 1767,625
offline_datapoint_3 1708452183 0,024
offline_datapoint_22 1708452183 23,671
offline_datapoint_15 1708452183 99,842
offline_datapoint_4 1708452183 3,000
offline_datapoint_27 1708452183 10852,958
offline_datapoint_9 1708452183 0,002
offline_datapoint_16 1708452188 135911,000
offline_datapoint_10 1708452188 7090,000
offline_datapoint_1 1708452188 2029731840,000
offline_datapoint_19 1708452188 822001664,000
offline_datapoint_8 1708452188 26527182848,000
offline_datapoint_14 1708452188 692944896,000
offline_datapoint_0 1708452188 18930,000
offline_datapoint_24 1708452186 1,333
offline_datapoint_13 1708452186 9377,395
offline_datapoint_26 1708452188 692944896,000
offline_datapoint_6 1708452186 1,333
offline_datapoint_25 1708452188 17942974464,000
offline_datapoint_12 1708452188 15408820224,000
offline_datapoint_11 1708452186 0,065
offline_datapoint_17 1708452186 8,580
offline_datapoint_29 1708452186 0,911
offline_datapoint_18 1708452186 39882,671
offline_datapoint_23 1708452188 1,000
offline_datapoint_5 1708452186 35273,454
offline_datapoint_21 1708452186 1784,234
offline_datapoint_3 1708452186 0,036
offline_datapoint_22 1708452186 32,659
offline_datapoint_15 1708452186 98,935
offline_datapoint_4 1708452186 6,998
offline_datapoint_27 1708452186 12220,082
offline_datapoint_9 1708452186 0,003
offline_datapoint_16 1708452191 135911,000
offline_datapoint_10 1708452191 7065,000
offline_datapoint_1 1708452191 2029711360,000
offline_datapoint_19 1708452191 822435840,000
offline_datapoint_8 1708452191 26504716288,000
offline_datapoint_14 1708452191 692981760,000
offline_datapoint_0 1708452191 18927,000
offline_datapoint_24 1708452189 5,669
offline_datapoint_13 1708452189 8663,489
offline_datapoint_26 1708452191 692981760,000
offline_datapoint_6 1708452189 1,000
offline_datapoint_25 1708452191 17940692992,000
offline_datapoint_12 1708452191 15407575040,000
offline_datapoint_11 1708452189 0,033
offline_datapoint_17 1708452189 8,127
offline_datapoint_29 1708452189 0,684
offline_datapoint_18 1708452189 38737,248
offline_datapoint_23 1708452191 0,000
offline_datapoint_5 1708452189 33725,510
offline_datapoint_21 1708452189 949,789
offline_datapoint_3 1708452189 0,020
offline_datapoint_22 1708452189 16,675
offline_datapoint_15 1708452189 99,695
offline_datapoint_4 1708452189 2,001
offline_datapoint_27 1708452189 7936,000
offline_datapoint_9 1708452189 0,001
offline_datapoint_16 1708452194 135911,000
offline_datapoint_10 1708452194 7075,000
offline_datapoint_1 1708452194 2029789184,000
offline_datapoint_19 1708452194 823185408,000
offline_datapoint_8 1708452194 26506801152,000
offline_datapoint_14 1708452194 693526528,000
offline_datapoint_0 1708452194 18933,000
offline_datapoint_24 1708452192 0,000
offline_datapoint_13 1708452192 11491,489
offline_datapoint_26 1708452194 693526528,000
offline_datapoint_6 1708452192 0,000
offline_datapoint_25 1708452194 17943465984,000
offline_datapoint_12 1708452194 15412858880,000
offline_datapoint_11 1708452192 0,098
offline_datapoint_17 1708452192 9,081
offline_datapoint_29 1708452192 1,171
offline_datapoint_18 1708452192 40256,532
offline_datapoint_23 1708452194 0,000
offline_datapoint_5 1708452192 36926,646
offline_datapoint_21 1708452192 2517,824
offline_datapoint_3 1708452192 0,021
offline_datapoint_22 1708452192 11,996
offline_datapoint_15 1708452192 99,789
offline_datapoint_4 1708452192 0,000
offline_datapoint_27 1708452192 8561,778
offline_datapoint_9 1708452192 0,001
offline_datapoint_16 1708452197 135911,000
offline_datapoint_10 1708452197 7096,000
offline_datapoint_1 1708452197 2029707264,000
offline_datapoint_19 1708452197 822595584,000
offline_datapoint_8 1708452197 26513866752,000
offline_datapoint_14 1708452197 693473280,000
offline_datapoint_0 1708452197 18921,000
offline_datapoint_24 1708452195 0,667
offline_datapoint_13 1708452195 9814,004
offline_datapoint_26 1708452197 693473280,000
offline_datapoint_6 1708452195 0,667
offline_datapoint_25 1708452197 17949790208,000
offline_datapoint_12 1708452197 15424348160,000
offline_datapoint_11 1708452195 0,065
offline_datapoint_17 1708452195 14,588
offline_datapoint_29 1708452195 3,810
offline_datapoint_18 1708452195 43956,615
offline_datapoint_23 1708452197 1,000
offline_datapoint_5 1708452195 42016,955
offline_datapoint_21 1708452195 4468,853
offline_datapoint_3 1708452195 0,080
offline_datapoint_22 1708452195 52,351
offline_datapoint_15 1708452195 99,540
offline_datapoint_4 1708452195 8,670
offline_datapoint_27 1708452195 12548,892
offline_datapoint_9 1708452195 0,006
offline_datapoint_16 1708452200 135911,000
offline_datapoint_10 1708452200 7131,000
offline_datapoint_1 1708452200 2029744128,000
offline_datapoint_19 1708452200 822767616,000
offline_datapoint_8 1708452200 26522869760,000
offline_datapoint_14 1708452200 692281344,000
offline_datapoint_0 1708452200 18916,000
offline_datapoint_24 1708452198 0,333
offline_datapoint_13 1708452198 15098,965
offline_datapoint_26 1708452200 692281344,000
offline_datapoint_6 1708452198 0,333
offline_datapoint_25 1708452200 17955475456,000
offline_datapoint_12 1708452200 15440138240,000
offline_datapoint_11 1708452198 0,033
offline_datapoint_17 1708452198 11,046
offline_datapoint_29 1708452198 2,246
offline_datapoint_18 1708452198 50028,693
offline_datapoint_23 1708452200 0,000
offline_datapoint_5 1708452198 57936,135
offline_datapoint_21 1708452198 1742,804
offline_datapoint_3 1708452198 0,061
offline_datapoint_22 1708452198 59,327
offline_datapoint_15 1708452198 99,420
offline_datapoint_4 1708452198 10,999
offline_datapoint_27 1708452198 10409,708
offline_datapoint_9 1708452198 0,004
offline_datapoint_16 1708452203 135911,000
offline_datapoint_10 1708452203 7133,000
offline_datapoint_1 1708452203 2029707264,000
offline_datapoint_19 1708452203 822784000,000
offline_datapoint_8 1708452203 26525081600,000
offline_datapoint_14 1708452203 692834304,000
offline_datapoint_0 1708452203 18917,000
offline_datapoint_24 1708452201 6,000
offline_datapoint_13 1708452201 5827,435
offline_datapoint_26 1708452203 692834304,000
offline_datapoint_6 1708452201 1,333
offline_datapoint_25 1708452203 17957322752,000
offline_datapoint_12 1708452203 15441596416,000
offline_datapoint_11 1708452201 0,098
offline_datapoint_17 1708452201 8,661
offline_datapoint_29 1708452201 1,009
offline_datapoint_18 1708452201 46102,498
offline_datapoint_23 1708452203 1,000
offline_datapoint_5 1708452201 48263,412
offline_datapoint_21 1708452201 1235,951
offline_datapoint_3 1708452201 0,031
offline_datapoint_22 1708452201 23,999
offline_datapoint_15 1708452201 99,856
offline_datapoint_4 1708452201 1,667
offline_datapoint_27 1708452201 16312,889
offline_datapoint_9 1708452201 0,002
offline_datapoint_16 1708452206 135911,000
offline_datapoint_10 1708452206 7136,000
offline_datapoint_1 1708452206 2029719552,000
offline_datapoint_19 1708452206 822784000,000
offline_datapoint_8 1708452206 26526433280,000
offline_datapoint_14 1708452206 692772864,000
offline_datapoint_0 1708452206 18910,000
offline_datapoint_24 1708452204 0,333
offline_datapoint_13 1708452204 1405,916
offline_datapoint_26 1708452206 692772864,000
offline_datapoint_6 1708452204 0,333
offline_datapoint_25 1708452206 17959235584,000
offline_datapoint_12 1708452206 15444299776,000
offline_datapoint_11 1708452204 0,033
offline_datapoint_17 1708452204 7,504
offline_datapoint_29 1708452204 0,521
offline_datapoint_18 1708452204 39692,360
offline_datapoint_23 1708452206 0,000
offline_datapoint_5 1708452204 37834,365
offline_datapoint_21 1708452204 684,788
offline_datapoint_3 1708452204 0,029
offline_datapoint_22 1708452204 31,339
offline_datapoint_15 1708452204 99,907
offline_datapoint_4 1708452204 4,001
offline_datapoint_27 1708452204 14085,447
offline_datapoint_9 1708452204 0,002
offline_datapoint_16 1708452209 135911,000
offline_datapoint_10 1708452209 7126,000
offline_datapoint_1 1708452209 2029789184,000
offline_datapoint_19 1708452209 822796288,000
offline_datapoint_8 1708452209 26524422144,000
offline_datapoint_14 1708452209 693084160,000
offline_datapoint_0 1708452209 18917,000
offline_datapoint_24 1708452207 0,000
offline_datapoint_13 1708452207 12989,879
offline_datapoint_26 1708452209 693084160,000
offline_datapoint_6 1708452207 0,000
offline_datapoint_25 1708452209 17958158336,000
offline_datapoint_12 1708452209 15443451904,000
offline_datapoint_11 1708452207 0,098
offline_datapoint_17 1708452207 8,875
offline_datapoint_29 1708452207 1,139
offline_datapoint_18 1708452207 37682,314
offline_datapoint_23 1708452209 0,000
offline_datapoint_5 1708452207 32307,409
offline_datapoint_21 1708452207 1701,881
offline_datapoint_3 1708452207 0,019
offline_datapoint_22 1708452207 14,663
offline_datapoint_15 1708452207 99,744
offline_datapoint_4 1708452207 0,000
offline_datapoint_27 1708452207 6528,000
offline_datapoint_9 1708452207 0,001
offline_datapoint_16 1708452212 135911,000
offline_datapoint_10 1708452212 7117,000
offline_datapoint_1 1708452212 2029649920,000
offline_datapoint_19 1708452212 826691584,000
offline_datapoint_8 1708452212 26494783488,000
offline_datapoint_14 1708452212 692678656,000
offline_datapoint_0 1708452212 18925,000
offline_datapoint_24 1708452210 0,000
offline_datapoint_13 1708452210 10504,576
offline_datapoint_26 1708452212 692678656,000
offline_datapoint_6 1708452210 0,000
offline_datapoint_25 1708452212 17926148096,000
offline_datapoint_12 1708452212 15396904960,000
offline_datapoint_11 1708452210 0,163
offline_datapoint_17 1708452210 7,887
offline_datapoint_29 1708452210 0,651
offline_datapoint_18 1708452210 35856,264
offline_datapoint_23 1708452212 0,000
offline_datapoint_5 1708452210 31579,413
offline_datapoint_21 1708452210 797,221
offline_datapoint_3 1708452210 0,018
offline_datapoint_22 1708452210 16,338
offline_datapoint_15 1708452210 99,745
offline_datapoint_4 1708452210 2,667
offline_datapoint_27 1708452210 8484,571
offline_datapoint_9 1708452210 0,001
offline_datapoint_16 1708452215 135911,000
offline_datapoint_10 1708452215 7111,000
offline_datapoint_1 1708452215 2029740032,000
offline_datapoint_19 1708452215 826691584,000
offline_datapoint_8 1708452215 26491576320,000
offline_datapoint_14 1708452215 692109312,000
offline_datapoint_0 1708452215 18922,000
offline_datapoint_24 1708452213 0,333
offline_datapoint_13 1708452213 1830,921
offline_datapoint_26 1708452215 692109312,000
offline_datapoint_6 1708452213 0,333
offline_datapoint_25 1708452215 17924337664,000
offline_datapoint_12 1708452215 15396237312,000
offline_datapoint_11 1708452213 0,033
offline_datapoint_17 1708452213 7,132
offline_datapoint_29 1708452213 0,228
offline_datapoint_18 1708452213 34431,178
offline_datapoint_23 1708452215 0,000
offline_datapoint_5 1708452213 28504,768
offline_datapoint_21 1708452213 509,311
offline_datapoint_3 1708452213 0,044
offline_datapoint_22 1708452213 18,666
offline_datapoint_15 1708452213 99,623
offline_datapoint_4 1708452213 1,000
offline_datapoint_27 1708452213 12077,714
offline_datapoint_9 1708452213 0,003
offline_datapoint_16 1708452218 135911,000
offline_datapoint_10 1708452218 7109,000
offline_datapoint_1 1708452218 2029715456,000
offline_datapoint_19 1708452218 826691584,000
offline_datapoint_8 1708452218 26485989376,000
offline_datapoint_14 1708452218 692105216,000
offline_datapoint_0 1708452218 18925,000
offline_datapoint_24 1708452216 0,000
offline_datapoint_13 1708452216 3989,310
offline_datapoint_26 1708452218 692105216,000
offline_datapoint_6 1708452216 0,000
offline_datapoint_25 1708452218 17918504960,000
offline_datapoint_12 1708452218 15391129600,000
offline_datapoint_11 1708452216 0,065
offline_datapoint_17 1708452216 7,897
offline_datapoint_29 1708452216 0,293
offline_datapoint_18 1708452216 37782,090
offline_datapoint_23 1708452218 0,000
offline_datapoint_5 1708452216 32766,282
offline_datapoint_21 1708452216 841,469
offline_datapoint_3 1708452216 0,010
offline_datapoint_22 1708452216 3,000
offline_datapoint_15 1708452216 99,965
offline_datapoint_4 1708452216 0,000
offline_datapoint_27 1708452216 57571,556
offline_datapoint_9 1708452216 0,001
offline_datapoint_16 1708452221 135911,000
offline_datapoint_10 1708452221 7107,000
offline_datapoint_1 1708452221 2029715456,000
offline_datapoint_19 1708452221 826691584,000
offline_datapoint_8 1708452221 26485121024,000
offline_datapoint_14 1708452221 692105216,000
offline_datapoint_0 1708452221 18927,000
offline_datapoint_24 1708452219 0,000
offline_datapoint_13 1708452219 423,585
offline_datapoint_26 1708452221 692105216,000
offline_datapoint_6 1708452219 0,000
offline_datapoint_25 1708452221 17918275584,000
offline_datapoint_12 1708452221 15390007296,000
offline_datapoint_11 1708452219 0,065
offline_datapoint_17 1708452219 7,960
offline_datapoint_29 1708452219 0,391
offline_datapoint_18 1708452219 34520,009
offline_datapoint_23 1708452221 0,000
offline_datapoint_5 1708452219 28361,863
offline_datapoint_21 1708452219 608,216
offline_datapoint_3 1708452219 0,020
offline_datapoint_22 1708452219 7,998
offline_datapoint_15 1708452219 99,484
offline_datapoint_4 1708452219 0,667
offline_datapoint_27 1708452219 12416,000
offline_datapoint_9 1708452219 0,001
offline_datapoint_16 1708452224 135911,000
offline_datapoint_10 1708452224 7106,000
offline_datapoint_1 1708452224 2029776896,000
offline_datapoint_19 1708452224 827432960,000
offline_datapoint_8 1708452224 26487492608,000
offline_datapoint_14 1708452224 692494336,000
offline_datapoint_0 1708452224 18935,000
offline_datapoint_24 1708452222 0,000
offline_datapoint_13 1708452222 8910,232
offline_datapoint_26 1708452224 692494336,000
offline_datapoint_6 1708452222 0,000
offline_datapoint_25 1708452224 17920872448,000
offline_datapoint_12 1708452224 15390674944,000
offline_datapoint_11 1708452222 0,033
offline_datapoint_17 1708452222 8,694
offline_datapoint_29 1708452222 0,846
offline_datapoint_18 1708452222 35795,261
offline_datapoint_23 1708452224 0,000
offline_datapoint_5 1708452222 30425,322
offline_datapoint_21 1708452222 855,657
offline_datapoint_3 1708452222 0,060
offline_datapoint_22 1708452222 5,667
offline_datapoint_15 1708452222 95,420
offline_datapoint_4 1708452222 0,333
offline_datapoint_27 1708452222 13071,059
offline_datapoint_9 1708452222 0,004
offline_datapoint_16 1708452227 135911,000
offline_datapoint_10 1708452227 7088,000
offline_datapoint_1 1708452227 2029756416,000
offline_datapoint_19 1708452227 826716160,000
offline_datapoint_8 1708452227 26486763520,000
offline_datapoint_14 1708452227 692494336,000
offline_datapoint_0 1708452227 18934,000
offline_datapoint_24 1708452225 0,333
offline_datapoint_13 1708452225 8045,761
offline_datapoint_26 1708452227 692494336,000
offline_datapoint_6 1708452225 0,333
offline_datapoint_25 1708452227 17920159744,000
offline_datapoint_12 1708452227 15376687104,000
offline_datapoint_11 1708452225 0,000
offline_datapoint_17 1708452225 8,528
offline_datapoint_29 1708452225 0,391
offline_datapoint_18 1708452225 36073,424
offline_datapoint_23 1708452227 0,000
offline_datapoint_5 1708452225 30888,030
offline_datapoint_21 1708452225 1081,013
offline_datapoint_3 1708452225 0,015
offline_datapoint_22 1708452225 6,333
offline_datapoint_15 1708452225 99,415
offline_datapoint_4 1708452225 0,667
offline_datapoint_27 1708452225 37780,211
offline_datapoint_9 1708452225 0,001
offline_datapoint_16 1708452230 135911,000
offline_datapoint_10 1708452230 7088,000
offline_datapoint_1 1708452230 2029748224,000
offline_datapoint_19 1708452230 826716160,000
offline_datapoint_8 1708452230 26488975360,000
offline_datapoint_14 1708452230 692428800,000
offline_datapoint_0 1708452230 18923,000
offline_datapoint_24 1708452228 0,000
offline_datapoint_13 1708452228 2933,918
offline_datapoint_26 1708452230 692428800,000
offline_datapoint_6 1708452228 0,000
offline_datapoint_25 1708452230 17923452928,000
offline_datapoint_12 1708452230 15387435008,000
offline_datapoint_11 1708452228 0,033
offline_datapoint_17 1708452228 7,758
offline_datapoint_29 1708452228 0,423
offline_datapoint_18 1708452228 36010,180
offline_datapoint_23 1708452230 1,000
offline_datapoint_5 1708452228 30043,657
offline_datapoint_21 1708452228 660,465
offline_datapoint_3 1708452228 0,205
offline_datapoint_22 1708452228 23,338
offline_datapoint_15 1708452228 99,469
offline_datapoint_4 1708452228 6,001
offline_datapoint_27 1708452228 9369,600
offline_datapoint_9 1708452228 0,014
offline_datapoint_16 1708452233 135911,000
offline_datapoint_10 1708452233 7078,000
offline_datapoint_1 1708452233 2029723648,000
offline_datapoint_19 1708452233 826716160,000
offline_datapoint_8 1708452233 26477838336,000
offline_datapoint_14 1708452233 692428800,000
offline_datapoint_0 1708452233 18934,000
offline_datapoint_24 1708452231 0,000
offline_datapoint_13 1708452231 13424,753
offline_datapoint_26 1708452233 692428800,000
offline_datapoint_6 1708452231 0,000
offline_datapoint_25 1708452233 17912565760,000
offline_datapoint_12 1708452233 15375474688,000
offline_datapoint_11 1708452231 0,000
offline_datapoint_17 1708452231 7,554
offline_datapoint_29 1708452231 0,195
offline_datapoint_18 1708452231 36902,572
offline_datapoint_23 1708452233 0,000
offline_datapoint_5 1708452231 31241,869
offline_datapoint_21 1708452231 868,672
offline_datapoint_3 1708452231 0,117
offline_datapoint_22 1708452231 17,333
offline_datapoint_15 1708452231 99,835
offline_datapoint_4 1708452231 1,333
offline_datapoint_27 1708452231 7236,923
offline_datapoint_9 1708452231 0,008
offline_datapoint_16 1708452236 135911,000
offline_datapoint_10 1708452236 7062,000
offline_datapoint_1 1708452236 2029654016,000
offline_datapoint_19 1708452236 826716160,000
offline_datapoint_8 1708452236 26469081088,000
offline_datapoint_14 1708452236 692436992,000
offline_datapoint_0 1708452236 18941,000
offline_datapoint_24 1708452234 0,333
offline_datapoint_13 1708452234 407,651
offline_datapoint_26 1708452236 692436992,000
offline_datapoint_6 1708452234 0,333
offline_datapoint_25 1708452236 17904291840,000
offline_datapoint_12 1708452236 15351836672,000
offline_datapoint_11 1708452234 0,065
offline_datapoint_17 1708452234 7,129
offline_datapoint_29 1708452234 0,326
offline_datapoint_18 1708452234 35680,619
offline_datapoint_23 1708452236 0,000
offline_datapoint_5 1708452234 30046,171
offline_datapoint_21 1708452234 609,643
offline_datapoint_3 1708452234 0,010
offline_datapoint_22 1708452234 5,333
offline_datapoint_15 1708452234 99,981
offline_datapoint_4 1708452234 1,333
